UID,POKEDEX,NAME,LEVEL,TYPE1,TYPE2,ATK1,ATK2,ATK3,NEXT_LEVEL,EVOLUTION,MEGA,GENERATION,TRAINNER,PREEVOLUCION
281962071572819,114,Tangela,3,GRASS,NONE,MegaDrain3,Bind1,000,0,000,No,1,"Wild ",""
281962071572563,115,Kangaskhan,4,NORMAL,NONE,Headbutt3,Crunch2,000,0,M115,Yes,1,"Wild ",""
M00019,M115,"Mega Kangaskhan",4,NORMAL,NONE,HyBeam4,FoBlast3,000,0,115,Yes,1,Mega,""
281962071572307,116,Horsea,2,WATER,NONE,Smokescreen0,WaGun2,000,2,117,No,1,"Wild ",""
281962071572051,117,Seadra,4,WATER,NONE,DBreath2,BBeam3,000,2,230,No,1,"Wild ",""
281962071633491,117,Seadra,4,WATER,NONE,DBreath2,BBeam3,000,2,230,No,1,Evolution,""
0000145,230,Kingdra,6,WATER,DRAGON,HPump4,DrPulse3,000,0,000,No,2,"Wild ",""
0000145,230,Kingdra,6,WATER,DRAGON,HPump4,DrPulse3,000,0,000,No,2,Evolution,""
0000145,230,Kingdra,6,WATER,DRAGON,HPump4,DrPulse3,000,0,000,No,2,Evolution,""
281962071574355,118,Goldeen,1,WATER,NONE,Supersonic0,HAttack2,000,3,119,No,1,"Wild ",""
281962071574099,119,Seaking,4,WATER,NONE,WaFall3,MHorn3,000,0,000,No,1,"Wild ",""
281962071631955,119,Seaking,4,WATER,NONE,WaFall3,MHorn3,000,0,000,No,1,Evolution,""
281962071658579,120,Staryu,2,WATER,NONE,WaGun2,Swift2,000,3,121,No,1,"Wild ",""
281962071580243,121,Starmie,5,WATER,PSYCHIC,Psychic3,Surf3,000,0,000,No,1,"Wild ",""
281962071634259,121,Starmie,5,WATER,PSYCHIC,Psychic3,Surf3,000,0,000,No,1,Evolution,""
281962071576915,122,"Mr. Mime",4,PSYCHIC,FAIRY,DGleam3,Reflect0,000,0,000,No,1,"Wild ",""
281962071658323,123,Scyther,4,BUG,FLYING,Slash2,X-Scissor3,000,1,212,No,1,"Wild ",""
0000153,212,Scizor,5,BUG,STEEL,NSlash2,IrHead3,000,0,M212,Yes,2,"Wild ",""
0000153,212,Scizor,5,BUG,STEEL,NSlash2,IrHead3,000,0,M212,Yes,2,Evolution,""
0000154,M212,"Mega Scizor",5,BUG,NONE,NSlash2,X-Scissor3,000,0,212,Yes,2,Mega,""
0000154,M212,"Mega Scizor",5,BUG,NONE,NSlash2,X-Scissor3,000,0,212,Yes,2,Mega,""
0000155,238,Smoochum,1,ICE,PSYCHIC,PoSnow2,Pound1,000,3,124,No,2,"Wild ",""
281962071582803,124,Jynx,4,ICE,PSYCHIC,Confusion2,IPunch3,000,0,000,No,1,"Wild ",""
0000156,124,Jynx,4,ICE,PSYCHIC,Confusion2,IPunch3,000,0,000,No,1,Evolution,""
0000157,239,Elekid,1,ELECTRIC,NONE,ThShock2,QAttack1,000,3,125,No,2,"Wild ",""
281962071582547,125,Electabuzz,4,ELECTRIC,NONE,ThPunch3,Swift2,000,0,000,No,1,"Wild ",""
0000158,125,Electabuzz,4,ELECTRIC,NONE,ThPunch3,Swift2,000,0,000,No,1,Evolution,""
0000160,240,Magby,1,FIRE,NONE,Ember2,Smog1,000,3,126,No,2,"Wild ",""
281962071658067,126,Magmar,4,FIRE,NONE,CRay0,FPunch3,000,0,000,No,1,"Wild ",""
0000161,126,Magmar,4,FIRE,NONE,CRay0,FPunch3,000,0,000,No,2,Evolution,""
281962071660883,127,Pinsir,4,BUG,NONE,SToss0,X-Scissor3,000,0,M127,Yes,1,"Wild ",""
M00020,M127,"Mega Pinsir",4,BUG,NONE,SBug2,SToss0,000,0,127,Yes,1,Mega,""
281962071582291,128,Tauros,4,NORMAL,NONE,GImpact4,ZeHeadbutt2,000,0,000,No,1,"Wild ",""
281962071578451,129,Magikarp,1,WATER,NONE,Splash0,Tackle1,000,4,130,No,1,"Wild ",""
281962071578195,130,Gyarados,5,WATER,FLYING,Hurricane4,WaFall3,000,0,M130,Yes,1,"Wild ",""
281962071625299,130,Gyarados,5,WATER,FLYING,Hurricane4,WaFall3,000,0,M130,Yes,1,Evolution,""
M00021,M130s,"Mega Gyarados",5,WATER,NONE,WaPulse3,Crunch3,000,0,130s,Yes,1,Mega,""
M00022,M130s,"Mega Gyarados",5,WATER,NONE,WaPulse3,Crunch3,000,0,130s,Yes,1,Mega,""
281962071666259,131,Lapras,5,WATER,ICE,WaPulse3,IBeam3,000,0,000,No,1,"Wild ",""
281962071666515,132,Ditto,3,NORMAL,NONE,Transform0,000,000,0,000,No,1,"Wild ",""
281962071666771,133,Eevee,2,NORMAL,NONE,QAttack2,Bite2,000,3,000,No,1,"Wild ",""
0000174,196,Espeon,5,PSYCHIC,NONE,FSight4,Swift2,000,0,000,No,2,"Wild ",133
0000174,196,Espeon,5,PSYCHIC,NONE,FSight4,Swift2,000,0,000,No,2,Evolution,133
0000175,197,Umbreon,5,DARK,NONE,BabyDoll0,Snarl3,000,0,000,No,2,"Wild ",133
0000175,197,Umbreon,5,DARK,NONE,BabyDoll0,Snarl3,000,0,000,No,2,Evolution,133
281962071581011,134,Vaporeon,5,WATER,NONE,ABeam2,HPump4,000,0,000,No,1,"Wild ",133
281962071643731,134,Vaporeon,5,WATER,NONE,ABeam2,HPump4,000,0,000,No,1,Evolution,133
281962071584339,135,Jolteon,5,ELECTRIC,NONE,DKick2,Discharge3,000,0,000,No,1,"Wild ",133
281962071649875,135,Jolteon,5,ELECTRIC,NONE,DKick2,Discharge3,000,0,000,No,1,Evolution,133
281962071580499,136,Flareon,5,FIRE,NONE,FBlitz4,Bite2,000,0,000,No,1,"Wild ",133
281962071650131,136,Flareon,5,FIRE,NONE,FBlitz4,Bite2,000,0,000,No,1,Evolution,133
281962071667027,137,Porygon,3,NORMAL,NONE,Psybeam2,Conversion0,000,1,233,No,1,"Wild ",""
0000183,233,Porygon2,4,NORMAL,NONE,Conversion2,Psybeam2,000,0,000,No,2,"Wild ",""
0000183,233,Porygon2,4,NORMAL,NONE,Conversion2,Psybeam2,000,0,000,No,2,Evolution,""
281962071664211,138,Omanyte,2,ROCK,WATER,WaGun2,Bind1,000,2,139,No,1,"Wild ",""
281962071588947,139,Omastar,4,ROCK,WATER,Apower3,Surf3,000,0,000,No,1,"Wild ",""
281962071634003,139,Omastar,4,ROCK,WATER,Apower3,Surf3,000,0,000,No,1,Evolution,""
281962071662419,140,Kabuto,2,ROCK,WATER,AquaJet2,Absorb1,000,2,141,No,1,"Wild ",""
281962071584851,141,Kabutops,5,ROCK,WATER,Liquidation3,SEdge3,000,0,000,No,1,"Wild ",""
281962071631443,141,Kabutops,5,ROCK,WATER,Liquidation3,SEdge3,000,0,000,No,1,Evolution,""
281962071609171,142,Aerodactyl,5,ROCK,FLYING,RoSlide3,WiAttack3,000,0,M142,Yes,1,"Wild ",""
M00023,M142,"Mega Aerodactyl",5,ROCK,NONE,Apower3,IrHead2,000,0,142,Yes,1,Mega,""
281962071586387,143,Snorlax,5,NORMAL,NONE,BSlam3,HeavySlam,000,0,000,No,1,"Wild ",""
281962071609427,143,Snorlax,5,NORMAL,NONE,BSlam3,HeavySlam,000,0,000,No,1,"Wild ",""
0000193,144,Articuno,7,ICE,FLYING,IBeam3,Hurricane4,000,0,000,No,1,"Wild ",""
0000194,145,Zapdos,7,ELECTRIC,FLYING,Thunder4,DPeck3,000,0,000,No,1,"Wild ",""
0000195,146,Moltres,7,FIRE,FLYING,SkAttack4,HeatWave3,000,0,000,No,1,"Wild ",""
281962071605331,147,Dratini,2,DRAGON,NONE,ThWave0,Twister2,000,2,148,No,1,"Wild ",""
281962071586643,148,Dragonair,4,DRAGON,NONE,Dtail3,ATail2,000,2,149,No,1,"Wild ",""
281962071631699,148,Dragonair,4,DRAGON,NONE,Dtail3,ATail2,000,2,149,No,1,Evolution,""
281962071580755,149,Dragonite,6,DRAGON,FLYING,Outrage4E,HyBeam3,000,0,000,No,1,"Wild ",""
281962071627347,149,Dragonite,6,DRAGON,FLYING,Outrage4E,HyBeam3,000,0,000,No,1,Evolution,""
281962071625555,149,Dragonite,6,DRAGON,FLYING,Outrage4E,HyBeam3,000,0,000,No,1,Evolution,""
0000199,150,Mewtwo,7,PSYCHIC,NONE,Psystrike3,Swift2,000,0,M150X,Yes,1,"Wild ",""
M00024,M150X,"Mega Mewtwo X",7,PSYCHIC,FIGHTING,ASphere3,Psystrike3,000,2,150,Yes,1,Mega,""
M00025,M150Y,"Mega Mewtwo Y",7,PSYCHIC,NONE,PCut3,MFirst0,000,2,150,Yes,1,Mega,150
0000202,151,Mew,7,PSYCHIC,NONE,Asphere2,Psychic3,000,0,000,No,1,"Wild ",""
0000203,152,Chikorita,1,GRASS,NONE,Tackle1,Growl0,000,2,153,No,2,"Wild ",""
0000204,153,Bayleef,3,GRASS,NONE,LScreen0,RaLeaf3,000,2,154,No,2,"Wild ",""
0000204,153,Bayleef,3,GRASS,NONE,LScreen0,RaLeaf3,000,2,154,No,2,Evolution,""
0000205,154,Meganium,5,GRASS,NONE,PeDance4,BSlam2,000,0,000,No,2,"Wild ",""
0000205,154,Meganium,5,GRASS,NONE,PeDance4,BSlam2,000,0,000,No,2,Evolution,""
0000205,154,Meganium,5,GRASS,NONE,PeDance4,BSlam2,000,0,000,No,2,Evolution,""
0000206,155,Cindaquill,1,FIRE,NONE,Smokescreen0,Ember2,000,2,156,No,2,"Wild ",""
0000207,156,Quilava,3,FIRE,NONE,FlameWheel3,Swift2,000,2,157,No,2,"Wild ",""
0000207,156,Quilava,3,FIRE,NONE,FlameWheel3,Swift2,000,2,157,No,2,Evolution,""
0000208,157,Typhlosion,5,FIRE,NONE,TaDown2,Eruption4,000,0,000,No,2,"Wild ",""
0000208,157,Typhlosion,5,FIRE,NONE,TaDown2,Eruption4,000,0,000,No,2,Evolution,""
0000208,157,Typhlosion,5,FIRE,NONE,TaDown2,Eruption4,000,0,000,No,2,Evolution,""
0000209,158,Totodile,1,WATER,NONE,WaGun2,Scratch1,000,2,159,No,2,"Wild ",""
0000210,159,Croconaw,3,WATER,NONE,IFang2,ATail3,000,2,160,No,2,"Wild ",""
0000210,159,Croconaw,3,WATER,NONE,IFang2,ATail3,000,2,160,No,2,Evolution,""
0000211,160,Feraligatr,5,WATER,NONE,HPump4,Crunch2,000,0,000,No,2,"Wild ",""
0000211,160,Feraligatr,5,WATER,NONE,HPump4,Crunch2,000,0,000,No,2,Evolution,""
0000211,160,Feraligatr,5,WATER,NONE,HPump4,Crunch2,000,0,000,No,2,Evolution,""
0000212,161,Sentret,1,NORMAL,NONE,DCurl0,Scratch2,000,2,162,No,2,"Wild ",""
0000213,162,Furret,3,NORMAL,NONE,FSwipes1,SuckerPunch2,000,0,000,No,2,"Wild ",""
0000213,162,Furret,3,NORMAL,NONE,FSwipes1,SuckerPunch2,000,0,000,No,2,Evolution,""
0000214,163,Hoothoot,1,NORMAL,FLYING,Growl0,Peck2,000,3,164,No,2,"Wild ",""
0000215,164,Noctowl,4,NORMAL,FLYING,Extrasensory2,ASlash3E,000,0,000,No,2,"Wild ",""
0000215,164,Noctowl,4,NORMAL,FLYING,Extrasensory2,ASlash3E,000,0,000,No,2,Evolution,""
0000216,165,Ledyba,1,BUG,FLYING,Supersonic0,Tackle1,000,2,166,No,2,"Wild ",""
0000217,166,Ledian,3,BUG,FLYING,CometPunch1,SilverWind3,000,0,000,No,2,"Wild ",""
0000217,166,Ledian,3,BUG,FLYING,CometPunch1,SilverWind3,000,0,000,No,2,Evolution,""
0000218,167,Spinarak,1,BUG,POISON,PoSting1,Absorb1,000,2,168,No,2,"Wild ",""
0000219,168,Ariados,3,BUG,POISON,PoJab3,LLife3,000,0,000,No,2,"Wild ",""
0000219,168,Ariados,3,BUG,POISON,PoJab3,LLife3,000,0,000,No,2,Evolution,""
0000220,170,Chinchou,2,WATER,ELECTRIC,ThWave0,WaGun2,000,2,171,No,2,"Wild ",""
0000221,171,Lanturn,4,WATER,ELECTRIC,BBeam3,Spark3,000,0,000,No,2,"Wild ",""
0000221,171,Lanturn,4,WATER,ELECTRIC,BBeam3,Spark3,000,0,000,No,2,Evolution,""
0000222,175,Togepi,0,FAIRY,NONE,Metronome0,Growl0,000,2,176,No,2,"Wild ",""
0000223,176,Togetic,2,FAIRY,FLYING,FWind2,Metronome0,000,0,000,No,2,"Wild ",""
0000223,176,Togetic,2,FAIRY,FLYING,FWind2,Metronome0,000,0,000,No,2,Evolution,""
0000225,177,Natu,2,PSYCHIC,FLYING,CRay0,Peck2,000,2,178,No,2,"Wild ",""
0000226,178,Xatu,4,PSYCHIC,FLYING,NShade3,Psychic3,000,0,000,No,2,"Wild ",""
0000226,178,Xatu,4,PSYCHIC,FLYING,NShade3,Psychic3,000,0,000,No,2,Evolution,""
0000227,179,Mareep,1,ELECTRIC,NONE,Growl0,Tackle1,000,1,180,No,2,"Wild ",""
0000228,180,Flaaffy,2,ELECTRIC,NONE,ThShock2,ThWave0,000,2,181,No,2,"Wild ",""
0000228,180,Flaaffy,2,ELECTRIC,NONE,ThShock2,ThWave0,000,2,181,No,2,Evolution,""
0000229,181,Ampharos,4,ELECTRIC,NONE,LScreen0,Discharge3,000,0,M181,Yes,2,"Wild ",""
0000229,181,Ampharos,4,ELECTRIC,NONE,LScreen0,Discharge3,000,0,M181,Yes,2,Evolution,""
0000229,181,Ampharos,4,ELECTRIC,NONE,LScreen0,Discharge3,000,0,M181,Yes,2,Evolution,""
0000230,M181,"Mega Ampharos",5,ELECTRIC,NONE,CBeam2,DrPulse3,000,0,181,Yes,2,Mega,""
0000230,M181,"Mega Ampharos",5,ELECTRIC,NONE,CBeam2,DrPulse3,000,0,181,Yes,2,Mega,""
0000231,183,Marill,2,WATER,FAIRY,WaGun2,Rollout1,000,2,184,No,2,"Wild ",""
0000232,184,Azumarill,4,WATER,FAIRY,PlRough3,ATail3,000,0,000,No,2,"Wild ",""
0000232,184,Azumarill,4,WATER,FAIRY,PlRough3,ATail3,000,0,000,No,2,Evolution,""
0000233,185,Sudowoodo,3,ROCK,NONE,RoThrow2,Slam2,000,0,000,No,2,"Wild ",""
"",187,Hoppip,1,GRASS,FLYING,FWind2,Tackle1,000,1,188,No,2,"Wild ",""
"",188,Skiploom,2,GRASS,FLYING,SlPowder0,Absorb2,000,2,189,No,2,"Wild ",""
"",188,Skiploom,2,GRASS,FLYING,SlPowder0,Absorb2,000,2,189,No,2,Evolution,""
"",189,Jumpluff,4,GRASS,FLYING,BulletSeed1,Bounce3,000,0,000,No,2,"Wild ",""
"",189,Jumpluff,4,GRASS,FLYING,BulletSeed1,Bounce3,000,0,000,No,2,Evolution,""
"",189,Jumpluff,4,GRASS,FLYING,BulletSeed1,Bounce3,000,0,000,No,2,Evolution,""
"",190,Aipom,2,NORMAL,NONE,FuAttack1,SaAttack0,000,0,000,No,2,"Wild ",""
"",191,Sunkern,1,GRASS,NONE,Growth0,Absorb2,000,2,192,No,2,"Wild ",""
"",192,Sunflora,3,GRASS,NONE,SunnyDay0,RaLeaf3,000,0,000,No,2,"Wild ",""
"",192,Sunflora,3,GRASS,NONE,SunnyDay0,RaLeaf3,000,0,000,No,2,Evolution,""
"",193,Yanma,2,BUG,FLYING,DTeam0,SonicBoom2,000,3,000,No,2,"Wild ",""
"",194,Wooper,1,WATER,GROUND,WaGun2,TaWhip0,000,2,195,No,2,"Wild ",""
"",195,Quagsire,3,WATER,GROUND,Earthquake3,WaGun2,000,0,000,No,2,"Wild ",""
"",195,Quagsire,3,WATER,GROUND,Earthquake3,WaGun2,000,0,000,No,2,Evolution,""
0000234,198,Murkrow,2,DARK,FLYING,NShadeLv,Peck2,000,0,000,No,2,"Wild ",""
0000236,200,Misdreavus,2,GHOST,NONE,Astonish2,CRay0,000,0,000,No,2,"Wild ",""
0000238,201,Unown,1,PSYCHIC,NONE,HPower2,000,000,0,000,No,2,"Wild ",""
"",202,Wobbuffet,3,PSYCHIC,NONE,MCoat0,Counter0,000,0,000,No,2,"Wild ",""
"",203,Girafarig,2,NORMAL,PSYCHIC,Confusion2,Tackle2,000,0,000,No,2,"Wild ",""
"",204,Pineco,2,BUG,NONE,RapidSpin1,Protect0,000,2,205,No,2,"Wild ",""
"",205,Forretress,4,BUG,STEEL,HeavySlam,Spikes0,000,0,000,No,2,"Wild ",""
"",205,Forretress,4,BUG,STEEL,HeavySlam,Spikes0,000,0,000,No,2,Evolution,""
"",206,Dunsparce,2,NORMAL,NONE,Apower2,Glare0,000,0,000,No,2,"Wild ",""
0000239,207,Gligar,2,GROUND,FLYING,PoSting1,MSlap2,000,0,000,No,2,"Wild ",""
0000241,209,Snubbull,2,FAIRY,NONE,Lick1,Bite2,000,1,210,No,2,"Wild ",""
0000242,210,Granbull,3,FAIRY,NONE,PlRough3,Headbutt2,000,0,000,No,2,"Wild ",""
0000242,210,Granbull,3,FAIRY,NONE,PlRough3,Headbutt2,000,0,000,No,2,Evolution,""
"",211,Qwilfish,3,WATER,POISON,PinMissile1,Scald3,000,0,000,No,2,"Wild ",""
"",213,Shuckle,4,BUG,ROCK,RoThrow2,Safeguard0,000,0,000,No,2,"Wild ",""
0000243,214,Heracross,4,BUG,FIGHTING,BrickBreak3,HAttack2,000,0,M214,Yes,2,"Wild ",""
0000244,M214,"Mega Heracross",5,BUG,NONE,SBug2,FoBlast4,000,0,214,Yes,2,Mega,""
0000245,215,Sneasel,3,DARK,ICE,FSwipes1,HoneClaws0,000,0,000,No,2,"Wild ",""
0000247,216,Teddiursa,1,NORMAL,NONE,Scratch2,Lick1,000,2,217,No,2,"Wild ",""
0000248,217,Ursaring,3,NORMAL,NONE,HArm2,Slash3,000,0,000,No,2,"Wild ",""
0000248,217,Ursaring,3,NORMAL,NONE,HArm2,Slash3,000,0,000,No,2,Evolution,""
"",218,Slugma,1,FIRE,NONE,Ember2,Smog1,000,2,219,No,2,"Wild ",""
"",219,Magcargo,3,FIRE,ROCK,LaPlume3,RoThrow2,000,0,000,No,2,"Wild ",""
"",219,Magcargo,3,FIRE,ROCK,LaPlume3,RoThrow2,000,0,000,No,2,Evolution,""
"",220,Swinub,1,ICE,GROUND,Tackle1,Mist0,000,2,221,No,2,"Wild ",""
"",221,Piloswine,3,ICE,GROUND,IFang3,Apower2,000,0,000,No,2,"Wild ",""
"",221,Piloswine,3,ICE,GROUND,IFang3,Apower2,000,0,000,No,2,Evolution,""
"",222,Corsola,3,WATER,ROCK,Apower3,WaGun2,000,0,000,No,2,"Wild ",""
"",223,Remoraid,2,WATER,NONE,Psybeam2,WaGun2,000,2,224,No,2,"Wild ",""
"",224,Octillery,4,WATER,NONE,Octazooka3,IBeam2,000,0,000,No,2,"Wild ",""
"",224,Octillery,4,WATER,NONE,Octazooka3,IBeam2,000,0,000,No,2,Evolution,""
"",225,Delibird,2,ICE,FLYING,Present2,000,000,0,000,No,2,"Wild ",""
"",226,Mantine,4,WATER,FLYING,WaPulse3,WiAttack3,000,0,000,No,2,"Wild ",""
0000249,227,Skamory,3,STEEL,FLYING,StWing3,Peck2,000,0,000,No,2,"Wild ",""
0000250,228,Houndour,2,DARK,FIRE,Ember2,Smog1,000,2,229,No,2,"Wild ",""
0000251,229,Houndoom,4,DARK,FIRE,Flamethrower3,Crunch3,000,0,M229,Yes,2,"Wild ",""
0000251,229,Houndoom,4,DARK,FIRE,Flamethrower3,Crunch3,000,0,M229,Yes,2,Evolution,""
0000252,M229,"Mega Houndoom",5,DARK,NONE,DPulse3,Inferno3,000,0,229,Yes,2,Mega,""
0000252,M229,"Mega Houndoom",5,DARK,NONE,DPulse3,Inferno3,000,0,229,Yes,2,Mega,""
"",231,Phanpy,2,GROUND,NONE,Rollout1,Slam2,000,2,232,"",2,"Wild ",""
"",232,Donphan,4,GROUND,NONE,RoThrow2,Earthquake3,000,0,000,No,2,"Wild ",""
"",232,Donphan,4,GROUND,NONE,RoThrow2,Earthquake3,000,0,000,No,2,Evolution,""
"",234,Stantler,3,NORMAL,NONE,Hypnosis0,Tackle2,000,0,000,No,2,"Wild ",""
"",325,Smeargle,2,NORMAL,NONE,Sketch,Sketch,000,0,000,No,2,"Wild ",""
"",241,Milktank,4,NORMAL,NONE,PlRough3,BSlam3,000,0,000,No,2,"Wild ",""
0000253,243,Raikou,7,ELECTRIC,NONE,Thunder4,Crunch2,000,0,000,No,2,"Wild ",""
0000254,244,Entei,7,FIRE,NONE,Extrasensory2,Eruption4,000,0,000,No,2,"Wild ",""
0000255,245,Suicune,7,WATER,NONE,IFang2,HPump4,000,0,000,No,2,"Wild ",""
0000256,246,Larvitar,2,ROCK,GROUND,RoThrow2,Tackle1,000,2,247,No,2,"Wild ",""
0000257,247,Pupitar,4,ROCK,GROUND,Stomping3,RoSlide3,000,3,248,No,2,"Wild ",""
0000257,247,Pupitar,4,ROCK,GROUND,Stomping3,RoSlide3,000,3,248,No,2,Evolution,""
0000258,248,Tyranitar,7,ROCK,DARK,RoSlide3,DPulse3,000,0,M248,Yes,2,"Wild ",""
0000258,248,Tyranitar,7,ROCK,DARK,RoSlide3,DPulse3,000,0,M248,Yes,2,Evolution,""
0000258,248,Tyranitar,7,ROCK,DARK,RoSlide3,DPulse3,000,0,M248,Yes,2,Evolution,""
0000259,M248,"Mega Tyranitar",7,ROCK,NONE,SEdge3,Earthquake2,000,0,248,Yes,2,Mega,""
0000259,M248,"Mega Tyranitar",7,ROCK,NONE,SEdge3,Earthquake2,000,0,248,Yes,2,Mega,""
0000260,249,Lugia,7,PSYCHIC,FLYING,FSight4,ABlast3,000,0,000,No,2,"Wild ",""
0000261,250,Ho-oh,7,FIRE,FLYING,SkAttack4,SaFire3,000,0,000,No,2,"Wild ",""
0000262,251,Celebi,7,PSYCHIC,GRASS,MLeaf3,FSight4,000,0,000,No,2,Wild,""
